id,date,emotion,intensity,activity,thoughts,category,emotion_type
6cf8aad7-4475-4dfa-ad9b-c9de458d4611,2025-10-23,感謝,6,朝の散歩,朝散歩してたらゴミ収集車がたくさんいた ゴミ収集車があるおかげで街が綺麗になってるから感謝しないとなと思った,運動・健康,positive
c9a52481-c8e6-45dd-ae1b-bce5ad7e4a32,2025-10-23,希望,7,図書館で本を2冊借りる,図書館に行った 新しい本を2冊借りた 1冊は小説でもう1冊は睡眠の本 読むのが楽しみ,趣味・娯楽,positive
b52b469d-3574-42e7-8ea8-a581cb2d325d,2025-10-23,満足,6,ドンキでティッシュ購入,"外は結構寒い ドンキでティッシュ買った 5個入りで328円ぐらいだったから100均より安いってなって購入した 100均で購入しないでよかった
",その他,positive
f0f15fe4-5ffe-4c52-a50f-23fa375b9c79,2025-10-23,平静,5, 100均の開店時間確認,音楽聞かずに散歩してると退屈だ 100均に行ったら10時から開店でやってなかった 早く行動しすぎた けどそんなにネガティブな気持ちになってない 次は筋トレでもしようかな,その他,neutral
8807d633-6c5e-457e-b765-5f8c78939a57,2025-10-23,満足,8,筋トレ,筋トレで肩トレをやった 筋トレすると気分がいい気分になる 眠くなってきた 階段上がる時に足が痛い この間やったスクワットでしっかり足を追い込めた照明が出て嬉しい,運動・健康,positive
7d665913-9046-49f4-a9b4-a17ac88603fb,2025-10-23,楽しさ,9,初回のワンカラ体験,ワンカラ近未来感があってすごい コンデンサーマイクを初めて使用した 歌手になったみたいでテンション上がる 立って歌おうと思ったけど自分の身長が高すぎて少し屈まないと歌えないのが残念,趣味・娯楽,positive
60c56f04-e809-4511-912a-a695ff562020,2025-10-23,楽しさ,9,初回のワンカラ体験,モニターが小さくて画質が良くない カラオケの時はPV見るのも好きなので残念 部屋が暑いし椅子もあまり座り心地が良くない 自分の歌いやすい位置がわかってきた 結構快適に歌える 気分上がる,趣味・娯楽,positive
59c551d8-bd5f-48bb-b35f-be5997d88ed4,2025-10-23,満足,9,初回のワンカラ体験,ワンカラ最初はあんまりかなって思ったけどだんだん歌い方やマイクの位置がわかってきて1時間半があっという間だった 楽しかった また行きたい いつもよりノリノリで歌えた ワンカラはやりたいことリストにもあったのでできてよかった,趣味・娯楽,positive
077fbe97-7440-432e-9c4e-ccf857ee990d,2025-10-23,希望,8,新体験への取り組み意欲,新体験だからちょっと緊張するけど新たな発見とかあるからこの調子で新体験をどんどんしていきたい,その他,positive
ff5e1a91-c4a8-430f-859a-eb7db22a930c,2025-10-23,興味,7,音楽なしでの散歩体験,最初は音楽聞かずに外に出るなんて退屈だと思ってたけど音楽聞かない状態も慣れていき、音楽聞かない状態でも楽しめるようになった 音楽聞かない状態だと周りに意識を向けるようになり、周りをよく見るようになった,運動・健康,positive
5a4921e3-7698-4b59-a51c-2e827944af0c,2025-10-23,興味,6,グリーン車への興味,電車の音も久しぶりに聞いた 久しぶりに聞くとこんな音だったなと昔を思い出した 電車を見ててグリーン車があってそれを見てそういえば乗ったことなかったなと思ってやりたいことリストにグリーン車に乗るを追加した 今度挑戦してみよう,その他,positive
596ce9ff-563e-426b-af47-031e003fc9a3,2025-10-23,混乱,6,キッチンの大掃除,キッチンの掃除をやった めっちゃ汚くて後回しにしていたけど今日はやった 綺麗になった 綺麗になったけどそもそもの家が築年数が古くてあまりきれいな感じがしない,その他,negative
2b595d31-30a5-4ca3-9ffa-f44e0e70a40b,2025-10-23,怒り,7,ゴキブリ被害の掃除,ゴキブリがいてゴキブリが汚すので掃除してもすぐに汚くなる ゴキブリがいない物件に引っ越したいな 食洗器の下も掃除してここもゴキブリが汚すのでめっちゃ汚くてイライラした まじで家のゴキブリすべていなくならないかな,その他,negative
1b0d28e3-4040-484c-ad2e-06c74b5df23f,2025-10-23,疲労,6,一日の活動による疲労,今日は朝から行動していたので大分疲れてきた 自分で設定したタスクであと残っているのが防カビ剤を購入とCCNA勉強だけだ 頑張ろう,その他,negative
52cb1273-d840-4685-8b03-29541a3ec18b,2025-10-23,満足,8,新体験アプリの機能改善,新体験、挑戦サポートアプリの機能を追加した やりたいことリストにあるやつで具体的に何を準備すればやりたいことができるようになるのか分からなかったので準備メモ欄を追加してそのメモを見ていつでも取り組めるようにした 満足,創作活動,positive
62cdd65a-0e4d-4bfb-a051-3d933feeb19e,2025-10-23,希望,7,ニアジョイライブの抽選申し込み,11月30日にある東京であるニアジョイのライブの抽選申し込みをした この間は京都であったやつを行かないで後悔したので申し込みをした 一つ懸念点があって転職先の仕事が日曜日がある場合にチケット代が無駄になるということ 多分、土日休みと勝手に決めつけて申し込んでしまった,趣味・娯楽,positive
226bf9dd-4c6c-40c9-bdf3-ef98e2b3dfca,2025-10-23,誇り,8,CCNAの勉強,CCNAの勉強を久しぶりにやった 12分ぐらいしかやってないけどやったということが大事なのでこの調子で毎日短時間でも続けていきたい 前は2時間ぐらいできていたけど今は10分でも勉強するのがきつかった 前みたいに2時間ぐらい勉強できるようにならして行きたい よく再開した 再開するのがすごく体力を使うのでこの再開は大きな一歩だと思う,趣味・娯楽,positive
c53d9b2a-3369-4b28-bf65-cc4894b10923,2025-10-23,誇り,9, 設定した25個のタスク完了,今日、自分で設定したタスクはすべて達成した タスクを細かく分けて今日は25個のタスクがあったけどすべてできた 達成感がすごい 簡単なタスクが大部分を占めていたけど達成したことによって凄く充実感がある一日を過ごしたなという気持ちになった,その他,positive
d94884b9-4bc3-4571-9e2e-4647e468f591,2025-10-23,興味,8,睡眠の質と行動力の関係を実感,スーパーの買い出しも明日でいいやと思っていたけど今日は気力が満ちていたので今日、行って洗濯も2回回した やっぱり睡眠が整っていると凄く精力的に活動できる,運動・健康,positive
1cb44b31-6de3-4515-8bdf-f2b46150bc7b,2025-10-23,希望,8,睡眠改善の仕組み構築,このあとは早めにご飯食べてお風呂に入って万全な状態で睡眠に取り組みたい 今日は充電ケーブルも購入したのでスマホロックを使用しながら充電できるので22時以降はスマホロックをかけて途中で目が覚めてもスマホを触れないような仕組みを構築していきたい,運動・健康,positive
1a0b2844-4518-49b2-a9af-6fa81aa1dd97,2025-10-23,誇り,9, 一日の振り返りと自己評価,夜、歯磨きしたし、炊飯器も洗ったし今日の自分は凄すぎる 朝の8時ぐらいからずっと活動していた こんな日が続けば自己肯定感も高まるはず この調子で頑張っていきたい,その他,positive
a94d7ba7-ae8a-4ecb-858c-aef50dacb597,2025-10-23,楽しさ,9,友人との電話での会話,友人と電話した 話をして楽しかった,家族・友人との時間,positive
8edc8fde-3605-42c5-ac4b-e13236dc026a,2025-10-24,混乱,6,睡眠準備の効果測定,前日は睡眠のために運動して早起きしてご飯も早く食べて、部屋の照明を暗くしてできることはやってからの睡眠だったので最高の睡眠ができると思っていたけど睡眠効率が89%で平均よりかは良かったけど最高の睡眠ではなかった 途中何回か起きてしまい長時間ではないけどちょっと寝れないなと思っていたことがあったのでそれがあり最高の睡眠にならなかった気がする,休息・リラックス,negative
53fc8e0d-5336-4d95-a9b6-36ca13599c97,2025-10-24,希望,7,睡眠改善の長期的取り組み,昨日よりかは寝た感じしない 昨日は凄く寝た感じがしたのでいつもと比べるとよくはなっていたので頑張っていきたい この調子で睡眠のために日々の生活をよくしたい,休息・リラックス,positive
b68b3271-fbc5-4b8a-a982-c95d32780f8f,2025-10-24,誇り,8,5時起床,今日は5時に起きた めっちゃ早起き,休息・リラックス,positive
6dba3e40-05ce-46ff-aff2-8ec444943d8e,2025-10-24,満足,7,CCNAの勉強,CCNAの勉強をやった 昨日より10分長くやった 少しずつ伸ばしていきたい,仕事・勉強,positive
ec1effa1-5b1e-47dc-ab1c-32ca3164f646,2025-10-24,満足,8,自己肯定感アプリでの数値確認,自己肯定感のアプリ入力した ポジティブの割合が53%に上昇していた 昨日はポジティブな体験をたくさんしたのでそのおかげだ この調子でポジティブな割合を増やしていきたい,創作活動,positive
da8df24c-3304-43b2-9da1-feb4be1eb2d3,2025-10-24,満足,7,筋肉痛による効果確認,起きたら肩が筋肉痛だった 昨日の肩トレの成果がでててうれしい,運動・健康,positive
c8bff3ee-4847-4d5f-adc0-4a4184c13216,2025-10-24,怒り,8,ゴキブリ被害への対処,ゴキブリが自分の足に何回ものってくる ほんとにイラっとする まじで引っ越ししたいな でもお金がないし、次に引っ越しするときは同棲とかしたいから今は我慢かな,その他,negative
96e8b79b-6cd5-44aa-b107-bc246cee2519,2025-10-24,満足,6,寒くなった季節への感想,最近は外が寒い 朝は寒くてもう半袖じゃ生活出来ない 暑いのが終わって嬉しい 早朝から外出ると気持ちがいい,その他,positive
c93ae1af-d99e-42b0-8147-54c0b073d53c,2025-10-24,喜び,9,ベンチプレス40kg×9回達成,筋トレやった ベンチプレスをやった 前回は40kgを7回だったけど今回は40kgを9回上げられた 前回よりも記録が伸びて嬉しい 2回連続で40kgを9回上げられた 嬉しい 次も8回以上挙げられたら次は重量増やして挑戦してみよう 3セット目も9回上げられた 次は重量増やしてチャレンジする,運動・健康,positive
20d89664-9394-4ba9-abf4-9adc8c8d2bb8,2025-10-24,誇り,8,ジムで困っている人を助ける,ジムで出れない人がいたので自分が開けて助けてあげた 最初は行動しようか迷ったけど行動出来て良かった 人助けするといいことしたという気持ちになってすごく気分がいい 自己肯定感上がる 前は人助けしようかなと思って行動できないこととかあったので行動出来て良かった,社会活動,positive
42b304f0-242a-4dec-b8a3-ec9266c0f9f0,2025-10-24,平静,6, 30分の仮眠,眠くなって30分仮眠した やっぱり今日の睡眠はそんなに良くなかったみたい でも朝早起きしたのでジムも行ったしCCNAの勉強もできたし満足,運動・健康,neutral
41fdc331-d4e0-4749-9461-dd6630c3c7f1,2025-10-24,満足,7,筋肉痛の肯定的解釈,胸と肩が筋肉痛だ 常に痛いけど筋肉を大きくしたいのでこの痛みも全然許容できる,運動・健康,positive
54a990a2-c85f-4949-a93d-7e9243db5489,2025-10-24,楽しさ,7,友人との約束,今日は友人と遊ぶ 雨降る予定らしい 雨嫌,家族・友人との時間,positive
849e15b6-680e-4b33-b9bc-ce3339e9bad6,2025-10-24,満足,8,まぜそば大盛りを食べる,まぜそばを食べた 美味しかった 大盛りで最初食べられるかなと思ったけど案外行けた 注文してないお肉もついててラッキーだった 半ライスが無料でついてきて頼んだけど半ライスは要らなかったな おなかいっぱいでしんどかった でもめっちゃ美味しかった,その他,positive
9669735c-17e6-4e29-95a6-7182352aeff0,2025-10-24,楽しさ,9,親友とのたわいない会話,"友人とたわいのない話をした そういう話がいちばん面白い 俺のボケにもつっこんでくれてめっちゃ楽しかった 親友と遊ぶのはやっぱり楽しいな
",家族・友人との時間,positive
e03022a6-84dc-4a1a-91b6-ed5b7b7d52c5,2025-10-24,罪悪感,8,AV観賞, 友人と遊んでから時間ができたのでAVを見てしまった 2時間ぐらい見てしまって凄く時間を無駄にしたし、罪悪感がすごい 明日の睡眠が悪いものになると分かっていたのに見てしまった 最悪,趣味・娯楽,negative
2668edb0-95af-4cc6-8aa5-577391fc7548,2025-10-24,希望,8,アダルトサイトのアクセス制限設定,AVを見ないような仕組み作りをしないといけないな iPhone で成人向けWeb向けサイトを制限の設定をやってパソコン: Chromeの拡張機能「BlockSite」 を設定した これでアダルトサイトにアクセスできないようにした,創作活動,positive
e0bfde7c-878e-4410-b418-def9e48a20af,2025-10-24,誇り,6,AV視聴後の入浴,お風呂も入った いつもはAVを見たらそのまま寝ることが多かったのでそのめんどくささに打ち勝った,休息・リラックス,positive
afa3d784-41c5-49c4-b34f-56d7537001b5,2025-10-24,満足,6,キーボード設定の修正, Windowsでスペース押しながら英字入力すると小文字になる といういつもと違う動作をしていたので調べてスペース押して入力したら大文字になるように設定した キーボードで Shift + Caps Lock を同時押し。 という簡単な動作で解決できたので良かった 調べることって大事だなと思った,創作活動,positive
e3009b77-1c0c-4412-83e8-d93e906b5a0f,2025-10-24,満足,6,就寝前の準備,歯も磨いたし炊飯器も洗ったしあとは寝るだけだ,休息・リラックス,positive
dd36a4e0-d401-42fd-885d-9775588b7e84,2025-10-24,興味,7, 富士山登山の調査,友人が富士山に登山したいと言っていたので富士山について調べてた 装備を購入しないといけないのかなと思っていて1回しか使用しないのにもったいないなと思っていたらフルレンタルできるらしいので安心した 新宿から富士山5合目まで直通のバスが出ているので凄くアクセスはよさそうだった,趣味・娯楽,positive
2e2216be-2fee-46cf-ad3a-431f7aba836c,2025-10-24,希望,7,登山に向けた体力作りの計画,あとは7~8時間登るので体力と高山病や頭痛に気を付けないといけないなとなった 今の自分の体力では徒歩ですぐに疲れてしまうので体力をつけていきたい 登山可能時期が7月から9月までなので登山するにしても来年になる それまでには体力をつけていきたい,運動・健康,positive
24e1c4ce-dc09-4da6-b3a9-4bd3beaf210e,2025-10-25,喜び,8,体重・筋肉量の測定,体重測定をしたら67.1㎏でここ最近で一番体重が重かった 目標の68㎏まで頑張って増量していきたい 筋肉量も増えていたので筋トレの成果が出ていてうれしかった,運動・健康,positive
2e65948e-3e12-4e0e-be4c-e8528b107427,2025-10-25,混乱,6,就寝前のスマホ使用への気づき,23時ぐらいに寝た 22時から20分ぐらい布団の上で携帯を触っていたので布団に入ったらスマホロックをしていきたい,休息・リラックス,negative
1cade59d-b2ae-4709-93e6-8aaff4b18bd9,2025-10-25,混乱,6,睡眠の質と疲労感の分析,睡眠効率は92.8%でスコアは高かった けど昨日ベンチプレスとAVを見てしまったので疲労感が残っていてあまり寝起きが良くない ベンチプレスした翌日の睡眠とAVを見た翌日の睡眠はどっちもよくないので今回、どっちが睡眠を悪くしているかわからない 睡眠効率は92.8%で高いのでそこは素直に喜ぼう,休息・リラックス,negative
eebbc9bb-0ae4-424f-9d5e-2e300730971b,2025-10-25,満足,6,朝の電車で座席確保,今日は出勤だ 朝の電車で座れた ラッキー,その他,positive
7381b619-73b8-4919-9f1d-ceef65208b57,2025-10-25,満足,7,音楽なしでの移動に慣れる,最近は音楽聞かないでも大丈夫になってきた 前まではずっと音楽聴いてたけど聴きすぎてちょっとストレスになってたかもしれない 今はそのストレスからも解放されていい感じ,その他,positive
c2b469f9-3f3c-46fb-8d4b-c76db926c479,2025-10-25,満足,7,新人への丁寧な指導,職場で新人の教育をした 時間かかるけど暇では無いので良かった 時間が新人の時にメモとる時間あってありがたかったのでその時間を取るようにしている なるべく急がせないようにゆっくりでいいからと声をかけている,仕事・勉強,positive
a05def2a-eb2c-4b99-8c49-07476332fc70,2025-10-25,誇り,7,効率的な教育手法の開発,今は、あまりコミュニケーションが取れてないので取っていきたい メールのルール設定を新人に教育して最初は口頭で伝えていたが伝えるのがめんどくさくなって途中から調べてルール一覧を表示させてスクリーンショットで共有して伝達ミスと自分のやることを減らした 最後の方は結構コミュニケーション取れたので良かった,仕事・勉強,positive
5e870f26-927d-4c32-b97b-ac412616e46d,2025-10-25,誇り,8,仕事終わりの直接ジム通い,仕事終わりに直接ジムに行った ちゃんと筋トレしたぞという自己肯定出来た 仕事終わりに行くなんて偉すぎる,運動・健康,positive
9c8b737a-5ea9-41a0-838a-6fa99cfcb7ba,2025-10-25,怒り,8,退職届の再度訂正要求,また退職届の訂正がきた めんどくさすぎる イライラする だるすぎる 修正作業をやった めんどくさかった,仕事・勉強,negative
6ac5da6b-7e33-4ac4-882b-e4fa043a945f,2025-10-25,怒り,8,炊飯器内のゴキブリ対処,"炊飯器の中にゴキブリがいた まじでイラっとする ゴキブリ家からすべていなくならないかな 引っ越ししたい
",その他,negative
72065a63-af7c-4a19-ae6d-946e6c3e339f,2025-10-25,満足,7,筋肉痛の肯定的解釈,腕と胸が筋肉痛だ すごく動かしずらいけど身体を大きくしたいので我慢する,運動・健康,positive
d5e6aaaa-b38f-4223-a20e-a57bdd4724ad,2025-10-25,混乱,5,安価なサランラップの使用感,100均で購入したサランラップが使用しづらい めっちゃ不便 サランラップはちゃんとしたやつを購入しよう,その他,negative
032b881e-cbcd-423e-a4b3-dd832feb3d45,2025-10-25,誇り,8,CCNAの勉強,CCNAの勉強を仕事終わりに10分やった えらすぎる この調子で頑張っていきたい,仕事・勉強,positive
9453d996-d490-4900-a6b5-541379d3ba44,2025-10-25,誇り,7,就寝前の習慣実行,今日もお風呂入って歯磨きして炊飯器洗った 偉すぎる,休息・リラックス,positive
3cc3490e-e87a-453f-bddd-039249295b94,2025-10-26,満足,7,入眠時のスマホ制限効果確認,"今日の睡眠は入眠までに1時間かかった 結構時間かかったのでしんどかった でもいつもは入眠できなかったらスマホを触ってしまってさらに遅くなるという事があったが今回はスマホロックをしていたので触れずにおとなしく目をつぶっていたので1時間で済んだと思っている
",休息・リラックス,positive
cec69ec2-201c-4b26-9fe3-9e06551cdd96,2025-10-26,満足,7,睡眠データの分析と二度寝なし, 睡眠スコアは昨日より低かったが快眠スコアは昨日より高いスコアだった 中途覚醒も２だった いつもは6時半ぐらいに起きて二度寝しているが今回は二度寝しなかった ちゃんと寝れたってことなのかな,休息・リラックス,positive
857ce97d-a399-48a6-89d1-2d3fa122eb68,2025-10-26,悲しみ,7,元彼女からの美容液使用時の回想,元カノからもらった美容液を使用していてそろそろなくなりそうだなとおもったときに元カノのことを思い出してしまって悲しい気持ちになった,家族・友人との時間,negative
fa81ea7f-9c9e-4972-a303-3273117ce7ec,2025-10-26,疲労,7,雨の中での出勤準備,仕事行きたくない めんどくさい 雨の中出勤したくない だるい,仕事・勉強,negative
47929eb3-fe84-4cdd-bb4b-1d39305663e2,2025-10-26,リラックス,6,雨音を聞く," 雨が傘に当たる音は聞いていて心が落ち着く
",その他,neutral
5d4308d5-db4e-468b-82aa-be7a450cb810,2025-10-26,満足,6,朝の電車で座る,休日だから朝の電車座れた ラッキー,その他,positive
4f32fd82-804d-4261-b979-b70d380390ad,2025-10-26,疲労,8, 山手線運転見合わせへの対処,山手線で運転見合わせで電車が止まった 会社遅刻したわ 電話するのもめんどくさいし、乗り換えもめんどくさい 乗り換えしないといけないのに体が動かない,その他,negative
b336ceb9-25a5-45de-8736-727cff888e21,2025-10-26,平静,6,遅刻確定後の心境変化,原宿で止まったので乗り換えした もう遅刻は確定だ もう仕事辞めるしいいや どうでも良くなっちゃった 遅刻の電話もした,仕事・勉強,neutral
dd6a2d9a-7cd2-4ef0-b236-1bc7efab19c4,2025-10-26,楽しさ,6,普段と違う電車での通勤,いつもと違う電車で出勤はワクワクする気持ちもある 今日は休日で電車も空いてるから気が楽  混んでなくて良かった,その他,positive
afed8118-c06c-45c0-8895-ad181ab60379,2025-10-26,平静,7,職場でのトラブル対応,仕事だった 今日はトラブルが起きたけどすぐに収束した 前はトラブル起きたら凄くストレスだったけどあともう少しで辞めるという状態なのでストレスを感じなくなった,仕事・勉強,neutral
c26c88a3-ff84-428b-8d23-e52970afb4c5,2025-10-26,疲労,6,仕事中の居眠り,今日は仕事中凄く眠くて何回か寝てた 6時半に起きたからかな,仕事・勉強,negative
7dc4a4db-bb15-453e-8533-80fb25ca2dd5,2025-10-26,疲労,5, 靴下が脱げることへのストレス,歩いてると靴下が勝手に脱げてすごくストレス  靴下は捨てないとな,その他,negative
2974b821-5dae-4681-b8a4-ebda10d48da6,2025-10-26,誇り,8,仕事終わりのジム通い,今日も仕事終わりにジムに行った 偉すぎる よく頑張った,運動・健康,positive
51141878-2d1a-4a3c-9fe7-763e4d7a70fb,2025-10-26,満足,6,鯖缶の開封,鯖缶の蓋が硬すぎて開けるのにめっちゃ苦労した 諦めようと思って最後に思いっきり力入れてやったら開いたので良かった,その他,positive
e992d933-0001-4dc0-900f-d4dc4cb5d2a7,2025-10-26,安心,6, 腹痛時の自宅での安心感,お腹痛くなってきた 家にいるときでよかった いつでもトイレに行ける安心感が大きい これで仕事とか用事があって外出とかだったら不安だったのでよかった,運動・健康,positive
f5b281e7-a030-4c58-abf5-ec8241be7db6,2025-10-26,興味,7, 自分の感情変化の観察,最近はネガティブな出来事あっても前よりかは怒りとかイライラすることが減った まだたまに怒りとかイライラすることもあるけど持続時間も回数も減った気がする,その他,positive
2a63f3e4-5506-404f-9fd3-8939267e644a,2025-10-26,誇り,6,洗濯作業,洗濯をやった めんどくさいけどよくやった 偉い,その他,positive
8d5df762-d762-496f-b2c4-cbf6aa4273af,2025-10-26,誇り,6,食事の準備,ご飯作るのもだるかったけどちゃんと作った 偉い,その他,positive
751ae7da-423f-4783-8d16-b92e4005b25b,2025-10-26,誇り,8,CCNAの勉強,今日もCCNAの勉強を10分やった 偉すぎる,仕事・勉強,positive
0df74349-58b0-4c8f-9a53-7fd2e1622932,2025-10-27,興味,7,睡眠効率と快眠スコアの関係分析,今日の睡眠は睡眠効率は93%で快眠スコアが64.6pointsだった 睡眠効率は良かったけど起きたときはすごく疲れがあった 快眠スコアがいつもより低かったのでそのせいかも なので睡眠効率よりも快眠スコアを見るほうが大事だなと思った,休息・リラックス,positive
56ae1e2d-3e60-40b1-8fb4-d8bf60d00c51,2025-10-27,混乱,8,転職先からの案件内容確認,"転職先から案件紹介された 
３回あっても全然いいんだけどこの間年収380万に下がったので下がったので夜勤はやりたくない 最初は自分は年収400万ということで入社して夜勤は入れますかという質問も年収400万円貰えるならという条件込みだったのでほんとに入りたくない",仕事・勉強,negative
db94b48a-d36e-4838-a97b-9fb20cea583c,2025-10-27,不安,7,転職先の条件検討,しかも変則シフト有りで土日休みじゃないので11月30日のライブに仕事の可能性があるからやりたくないな 大手生命保険会社なのですごくルールに厳しそうでやりたくない ひとついいことあるとしたら東陽町なので1本で出勤できるぐらいかな 断りたい どうやって断ろうかな,仕事・勉強,negative
a0137b33-130f-4cdb-bdbf-78eb91bca890,2025-10-27,恐れ,8, 夜勤NGを伝えることへの恐怖,転職先に夜勤NGということを伝えるのしんどいな きついな 自分の気持ちを伝えるのがほんとに苦手 前からの自分の課題で結局自分の気持ちを伝えずに自分が我慢して苦しくなるんだよな,仕事・勉強,negative
8a661f42-842a-470c-ba40-cf3039693558,2025-10-27,不安,8,転職先の反応への心配, 転職先に夜勤NGといってなにか言われそうと恐れの気持ちがある 例えば面接の時に夜勤は問題ないと言ってたよねとか自分のスキルが低いのに案件先を選んでいる場合じゃないとか案件を選びすぎなので紹介できる案件がないため辞めてもらうとか怒られることとかいろいろネガティブな考えが浮かんでしまう,仕事・勉強,negative
31c41718-f156-48eb-b304-1fcf7a04931b,2025-10-27,怒り,7,論理的な反論の構築,文字にしてみてみたら段々ムカついてきたな なんで俺がネガティブな気持ちにならないといけないんだよ 冷静に考えてみよう 面接の時に夜勤問題ないと言ったことについてはそっちも最初400万円と言っていたのに380万円に下げたよな,その他,negative
22d54f3f-1b5c-4712-b483-95f216cae106,2025-10-27,満足,6,日記の継続確認,"日記も2週間以上続いている 続いているという事で小さな達成感がある
",創作活動,positive
6dcdb02e-061c-46be-9ea9-bc1e6429e2fe,2025-10-27,満足,7,腕トレ効果の実感,昨日、腕トレをやったので何もしてなくても腕が筋肉痛で痛い 嬉しい この調子で頑張って腕を太くしたい,運動・健康,positive
286bc7ab-013f-4e4b-954a-b71e49b552f3,2025-10-27,誇り,8,合理的な主張の整理,俺は年収400万だった場合は夜勤は問題ないと言ったのであって年収380万円で下がってまで夜勤やらないといけないんだよ 自分のスキル低いのに案件先を選んでいる場合じゃないについては面接であらかじめ、自分のスキルについては噓偽りなく伝えて、それでも内定出したのはそっちだろ それについては転職先が承認しただから知らん 最悪クビになるについてはいいよ,その他,positive
29a418b3-2a3a-4860-bc13-d46bd8cb8377,2025-10-27,安心,7,CCNAの勉強,CCNAの勉強を10分やった 少ない時間でも継続が大事だと思うので少ない時間でも毎日勉強していきたい,仕事・勉強,positive
cbdb581c-b734-4eed-898b-4b9bc2663727,2025-10-27,疲労,6, 退職前の挨拶準備,今日の出勤が一緒になるメンバーもいるので最後の挨拶をしないといけない めんどくさいな 別れの挨拶なんていらないでしょ 俺がいなくなっても何も変わらないんだから 嫌だ 憂鬱だ,仕事・勉強,negative
183876f7-ff36-421d-9b47-e7f83303c9c7,2025-10-27,喜び,9,転職先への意思表明,よし 転職先に紹介してもらった夜勤有りの案件断った よくやった まじですごい 自分の気持ちを言えた 凄く高揚感がある よくやった これでどうなるかわからないけどとりあえずは自分の気持ちを伝えることが大事だと思うので伝えてよかった,仕事・勉強,positive
75d4aebe-6ef6-4792-a0f5-819d6919aeeb,2025-10-27,誇り,9,過去との比較による成長確認,過去に自分の気持ちに素直になれずに後悔しているのでその後悔を繰り返さないために今回はしっかりと自分の気持ちを伝えた 自分も成長しているなと思った よくやった,その他,positive
9bac5c62-1bc4-479e-be38-53f86bd92775,2025-10-27,喜び,9,夜勤終了への期待,今の職場での夜勤が最後だ めっちゃ嬉しい 今日はいつもより2人多いし、仕事も少ないだろうな 夜勤は出勤前に時間に余裕があるのでそこだけは良かった,仕事・勉強,positive
aed839c0-4f8d-465b-b76a-432ae807c543,2025-10-27,満足,7,電車で座席確保,今日も電車座れた 夜勤で16時なので朝の通勤ラッシュよりかは人少ないからだ こういう小さい幸せをかみ締めて行きたい すごく幸せ,その他,positive
fb4662ba-e3a9-49f2-bc1c-e81c6bef260e,2025-10-27,疲労,7,夜勤での忙しい業務, 今日の夜勤もちょっと忙しい 長時間暇な時がなくてちょっと暇な時間できてはメッセージが出て対応という形でだるい 仕事したくない,仕事・勉強,negative
4f50c87f-2b0e-4785-8aba-3cd1a4481836,2025-10-27,疲労,7,転職先との交渉継続,転職先からたまにある夜勤対応可能なのに夜勤NGは話が違うと言われた 年収400万だったらたまにある夜勤も対応できるけど年収380万円に下がってるのに夜勤はやりたくない めんどくさい またその内容を伝えるのだるいな めっちゃ勇気がいるのに,仕事・勉強,negative
92f0b8c7-3635-4932-9c95-9162b6171ea5,2025-10-27,誇り,8, 2回目の意見表明,年収400万だったらたまにある夜勤も対応できるけど年収380万円に下がってるのに夜勤はやりたくないみたいなことを伝えた 1回伝えるとハードルが下がってどんどん自分の意見を言えるようになってきた 前ほど伝えるのに時間がかからなかった,その他,positive
9a87ac3d-51fc-4306-807d-0b2f2d75d9d2,2025-10-27,平静,6,最悪のシナリオへの受容,もうめんどくさいからクビにしてくれないかな そしたら新しい職場を埼玉で探して埼玉に住むから,仕事・勉強,neutral
c379ed16-f8ac-48d7-9d78-932c1e04c18b,2025-10-27,興味,7,東陽町案件の条件確認,東陽町の案件は年収400万円らしい それならたまにある夜勤も行けるわ 遅番と夜勤で月に1-3回程度の変則シフトだからそんなに夜勤が多くないし、夜勤あっても8時間で終わるので今と比べたら楽勝や 年収400万円ならたまにある夜勤も全然いいよって感じ,仕事・勉強,positive
5c968b0a-4d72-417b-8a1e-3211252648d8,2025-10-27,悲しみ,8,過去の幸せな瞬間の回想,ひなちゃんと一緒に布団でゴロゴロしてたことを思い出してしまった あの瞬間が1番幸せだったな あーしんど,家族・友人との時間,negative
33d6e806-89a4-429c-b175-92ceb3ba2a6d,2025-10-27,希望,9,現職での夜勤業務完了,今日、最後の夜勤が終わった めっちゃ嬉しい 最高だ,仕事・勉強,positive
83323dbe-c9f1-45d2-90d0-11fb92fd8c44,2025-10-27,喜び,8,ライブ参加への道筋確保,あと転職先が12月からにして欲しいと言ったら おけと言われたので12月からだ これでニアジョイのライブ当たったら確実に行ける 当たりますように,趣味・娯楽,positive
f5b017cf-76e9-4a24-ab31-4c981f75d25e,2025-10-28,悲しみ,7,加藤純一の動画を視聴していた,加藤純一のマイクラ実況を見た ハードコアチャレンジで何回かハードコアチャレンジして失敗していてそのたびに新しい動画を楽しみにしていたので今回はラスボスまで行っていて終わりが近いと思うと寂しい,趣味・娯楽,negative
5ae26e2b-9bc5-4ccd-98ea-5f767ceeec58,2025-10-28,楽しさ,8,加藤純一の動画を視聴していた,ラスボスのダンジョンで水を無言でたくさんまいていておもしろい パニックになっているのを見ているのは面白い,趣味・娯楽,positive
